  0.010  0.25196123E+02 -0.41442005E+00 -0.69751715E-03  0.25611241E+02
  0.021  0.17299829E+02 -0.44191973E+00 -0.43774035E-03  0.17742187E+02
  0.031  0.97761939E+01 -0.47778402E+00 -0.34256961E-03  0.10254321E+02
  0.042  0.25872284E+01 -0.53027832E+00 -0.35801249E-03  0.31178648E+01
  0.052 -0.13373793E+01 -0.59600193E+00 -0.42128888E-03 -0.74095608E+00
  0.062 -0.51102898E+01 -0.67568574E+00 -0.50191973E-03 -0.44341021E+01
  0.073 -0.87475365E+01 -0.77109690E+00 -0.57811693E-03 -0.79758615E+01
  0.083 -0.12263593E+02 -0.88393217E+00 -0.62711484E-03 -0.11379034E+02
  0.094 -0.13229609E+02 -0.99164908E+00 -0.72965868E-03 -0.12237230E+02
  0.104 -0.14194210E+02 -0.11108419E+01 -0.82101397E-03 -0.13082547E+02
  0.115 -0.15157756E+02 -0.12425460E+01 -0.90056689E-03 -0.13914309E+02
  0.125 -0.16120602E+02 -0.13874548E+01 -0.96771930E-03 -0.14732180E+02
  0.135 -0.16296758E+02 -0.15047136E+01 -0.10651379E-02 -0.14790980E+02
  0.146 -0.16501842E+02 -0.16283475E+01 -0.11578841E-02 -0.14872337E+02
  0.156 -0.16732893E+02 -0.17590616E+01 -0.12464441E-02 -0.14972585E+02
  0.167 -0.16987282E+02 -0.18969629E+01 -0.13312460E-02 -0.15088988E+02
  0.177 -0.16999791E+02 -0.19900675E+01 -0.14017532E-02 -0.15008322E+02
  0.188 -0.17039381E+02 -0.20879966E+01 -0.14679539E-02 -0.14949916E+02
  0.198 -0.17103310E+02 -0.21917323E+01 -0.15302971E-02 -0.14910047E+02
  0.208 -0.17189139E+02 -0.23013485E+01 -0.15891769E-02 -0.14886201E+02
  0.219 -0.17110773E+02 -0.23696566E+01 -0.16336078E-02 -0.14739483E+02
  0.229 -0.17055823E+02 -0.24504201E+01 -0.16743828E-02 -0.14603728E+02
  0.240 -0.17022335E+02 -0.25451923E+01 -0.17118167E-02 -0.14475431E+02
  0.250 -0.17008586E+02 -0.26543004E+01 -0.17461814E-02 -0.14352540E+02
  0.260 -0.16170402E+02 -0.27300612E+01 -0.18925685E-02 -0.13438448E+02
