  0.010 -0.25102585E-06  0.00000000E+00  0.00000000E+00
  0.021 -0.40856196E-06  0.00000000E+00  0.00000000E+00
  0.031 -0.53184757E-06  0.00000000E+00  0.00000000E+00
  0.042 -0.66069084E-06  0.00000000E+00  0.00000000E+00
  0.052 -0.81230632E-06  0.00000000E+00  0.00000000E+00
  0.062 -0.99293962E-06  0.00000000E+00  0.00000000E+00
  0.073 -0.12009951E-05  0.00000000E+00  0.00000000E+00
  0.083 -0.14266843E-05  0.00000000E+00  0.00000000E+00
  0.094 -0.16892774E-05  0.00000000E+00  0.00000000E+00
  0.104 -0.19847478E-05  0.00000000E+00  0.00000000E+00
  0.115 -0.23088482E-05  0.00000000E+00  0.00000000E+00
  0.125 -0.26571157E-05  0.00000000E+00  0.00000000E+00
  0.135 -0.30404427E-05  0.00000000E+00  0.00000000E+00
  0.146 -0.34571476E-05  0.00000000E+00  0.00000000E+00
  0.156 -0.39057239E-05  0.00000000E+00  0.00000000E+00
  0.167 -0.43848192E-05  0.00000000E+00  0.00000000E+00
  0.177 -0.48892889E-05  0.00000000E+00  0.00000000E+00
  0.188 -0.54175832E-05  0.00000000E+00  0.00000000E+00
  0.198 -0.59683140E-05  0.00000000E+00  0.00000000E+00
  0.208 -0.65402346E-05  0.00000000E+00  0.00000000E+00
  0.219 -0.71281453E-05  0.00000000E+00  0.00000000E+00
  0.229 -0.77307303E-05  0.00000000E+00  0.00000000E+00
  0.240 -0.83467871E-05  0.00000000E+00  0.00000000E+00
  0.250 -0.89752113E-05  0.00000000E+00  0.00000000E+00
  0.260 -0.96563181E-05  0.00000000E+00  0.00000000E+00
  0.271 -0.10340024E-04  0.00000000E+00  0.00000000E+00
  0.281 -0.11025817E-04  0.00000000E+00  0.00000000E+00
  0.292 -0.11713154E-04  0.00000000E+00  0.00000000E+00
  0.302 -0.12399982E-04  0.00000000E+00  0.00000000E+00
  0.312 -0.13085713E-04  0.00000000E+00  0.00000000E+00
  0.323 -0.13769675E-04  0.00000000E+00  0.00000000E+00
  0.333 -0.14451121E-04  0.00000000E+00  0.00000000E+00
  0.344 -0.15130177E-04  0.00000000E+00  0.00000000E+00
  0.354 -0.15805870E-04  0.00000000E+00  0.00000000E+00
  0.365 -0.16477144E-04  0.00000000E+00  0.00000000E+00
  0.375 -0.17142866E-04  0.00000000E+00  0.00000000E+00
  0.385 -0.17866289E-04  0.00000000E+00  0.00000000E+00
  0.396 -0.18640345E-04  0.00000000E+00  0.00000000E+00
  0.406 -0.19457375E-04  0.00000000E+00  0.00000000E+00
  0.417 -0.20309208E-04  0.00000000E+00  0.00000000E+00
  0.427 -0.21307370E-04  0.00000000E+00  0.00000000E+00
  0.438 -0.22411343E-04  0.00000000E+00  0.00000000E+00
  0.448 -0.23579453E-04  0.00000000E+00  0.00000000E+00
  0.458 -0.24769673E-04  0.00000000E+00  0.00000000E+00
  0.469 -0.26039217E-04  0.17327588E-01  0.00000000E+00
  0.479 -0.14227848E-03  0.51982763E-01  0.00000000E+00
  0.490 -0.30867017E-03  0.10396553E+00  0.00000000E+00
  0.500 -0.48479936E-03  0.17327588E+00  0.00000000E+00
  0.510 -0.48570538E-03  0.24258623E+00  0.00000000E+00
  0.521 -0.33405472E-03  0.31189658E+00  0.00000000E+00
  0.531  0.47840294E-04  0.38120693E+00  0.00000000E+00
  0.542  0.74702190E-03  0.45051728E+00  0.00000000E+00
  0.552  0.18415322E-02  0.51982763E+00  0.00000000E+00
  0.562  0.34474888E-02  0.58913798E+00  0.00000000E+00
  0.573  0.57059778E-02  0.65844833E+00  0.00000000E+00
  0.583  0.87898112E-02  0.72775868E+00  0.00000000E+00
  0.594  0.12848681E-01  0.79706902E+00  0.00000000E+00
  0.604  0.18099375E-01  0.86637937E+00  0.00000000E+00
  0.615  0.24506431E-01  0.93568972E+00  0.00000000E+00
  0.625  0.32013993E-01  0.10050001E+01  0.00000000E+00
