  0.010 -0.19734007E-07  0.00000000E+00  0.00000000E+00
  0.021 -0.15639383E-06  0.00000000E+00  0.00000000E+00
  0.031 -0.24609006E-06  0.00000000E+00  0.00000000E+00
  0.042 -0.33365569E-06  0.00000000E+00  0.00000000E+00
  0.052 -0.43803031E-06  0.00000000E+00  0.00000000E+00
  0.062 -0.56998365E-06  0.00000000E+00  0.00000000E+00
  0.073 -0.73245874E-06  0.00000000E+00  0.00000000E+00
  0.083 -0.91966336E-06  0.00000000E+00  0.00000000E+00
  0.094 -0.11472959E-05  0.00000000E+00  0.00000000E+00
  0.104 -0.14131119E-05  0.00000000E+00  0.00000000E+00
  0.115 -0.17142506E-05  0.00000000E+00  0.00000000E+00
  0.125 -0.20472548E-05  0.00000000E+00  0.00000000E+00
  0.135 -0.24231680E-05  0.00000000E+00  0.00000000E+00
  0.146 -0.28413896E-05  0.00000000E+00  0.00000000E+00
  0.156 -0.33013321E-05  0.00000000E+00  0.00000000E+00
  0.167 -0.38024195E-05  0.00000000E+00  0.00000000E+00
  0.177 -0.43401252E-05  0.00000000E+00  0.00000000E+00
  0.188 -0.49133902E-05  0.00000000E+00  0.00000000E+00
  0.198 -0.55212048E-05  0.00000000E+00  0.00000000E+00
  0.208 -0.61626043E-05  0.00000000E+00  0.00000000E+00
  0.219 -0.68325556E-05  0.00000000E+00  0.00000000E+00
  0.229 -0.75298395E-05  0.00000000E+00  0.00000000E+00
  0.240 -0.82532769E-05  0.00000000E+00  0.00000000E+00
  0.250 -0.90017231E-05  0.00000000E+00  0.00000000E+00
  0.260 -0.98279348E-05  0.00000000E+00  0.00000000E+00
  0.271 -0.10670375E-04  0.00000000E+00  0.00000000E+00
  0.281 -0.11528070E-04  0.00000000E+00  0.00000000E+00
  0.292 -0.12400011E-04  0.00000000E+00  0.00000000E+00
  0.302 -0.13283652E-04  0.00000000E+00  0.00000000E+00
  0.312 -0.14177927E-04  0.00000000E+00  0.00000000E+00
  0.323 -0.15081682E-04  0.00000000E+00  0.00000000E+00
  0.333 -0.15993666E-04  0.00000000E+00  0.00000000E+00
  0.344 -0.16913438E-04  0.00000000E+00  0.00000000E+00
  0.354 -0.17839475E-04  0.00000000E+00  0.00000000E+00
  0.365 -0.18770133E-04  0.00000000E+00  0.00000000E+00
  0.375 -0.19703655E-04  0.00000000E+00  0.00000000E+00
  0.385 -0.20729020E-04  0.00000000E+00  0.00000000E+00
  0.396 -0.21838851E-04  0.00000000E+00  0.00000000E+00
  0.406 -0.23024732E-04  0.00000000E+00  0.00000000E+00
