  1.062  0.59857635E-02  0.87377210E-02  0.63542630E+00  0.55637331E+00  0.17326154E+01  0.33337180E+01
  1.073  0.60685413E-02  0.87381688E-02  0.58912623E+00  0.55523667E+00  0.17062919E+01  0.17550900E+01
  1.083  0.61418469E-02  0.87389942E-02  0.54693478E+00  0.55381912E+00  0.23341003E+01  0.61457843E+00
  1.094  0.62024001E-02  0.87398458E-02  0.51276204E+00  0.55218006E+00  0.19228489E+01  0.33847454E+00
  1.104  0.62497715E-02  0.87405836E-02  0.48342369E+00  0.55035494E+00  0.14558430E+01  0.24581358E+00
  1.115  0.62879306E-02  0.87412243E-02  0.45714533E+00  0.54836597E+00  0.12040292E+01  0.20087082E+00
  1.125  0.63196210E-02  0.87417509E-02  0.43295927E+00  0.54622804E+00  0.10802762E+01  0.17504182E+00
  1.135  0.63466535E-02  0.87423487E-02  0.41140287E+00  0.54396054E+00  0.87197626E+00  0.14903626E+00
  1.146  0.63699468E-02  0.87429381E-02  0.39189934E+00  0.54157859E+00  0.71801075E+00  0.12049611E+00
  1.156  0.63904829E-02  0.87435186E-02  0.37407934E+00  0.53909452E+00  0.60343667E+00  0.97371369E-01
  1.167  0.64087230E-02  0.87440753E-02  0.35767060E+00  0.53651870E+00  0.51611257E+00  0.77818173E-01
  1.177  0.64248851E-02  0.87446607E-02  0.34245887E+00  0.53385994E+00  0.44430561E+00  0.59803457E-01
  1.188  0.64393963E-02  0.87453468E-02  0.32827523E+00  0.53112579E+00  0.38961649E+00  0.45456348E-01
  1.198  0.64527010E-02  0.87459818E-02  0.31498089E+00  0.52832277E+00  0.34683477E+00  0.33015654E-01
  1.208  0.64647951E-02  0.87466093E-02  0.30246267E+00  0.52545660E+00  0.31313372E+00  0.23723002E-01
  1.219  0.64757146E-02  0.87473211E-02  0.29065830E+00  0.52253258E+00  0.28217371E+00  0.20268723E-01
  1.229  0.64855965E-02  0.87479466E-02  0.27948044E+00  0.51955536E+00  0.25878476E+00  0.22258519E-01
  1.240  0.64946466E-02  0.87485212E-02  0.26885041E+00  0.51652898E+00  0.24099912E+00  0.28623516E-01
  1.250  0.65029911E-02  0.87491636E-02  0.25870050E+00  0.51345699E+00  0.22775297E+00  0.37728665E-01
  1.260  0.64274223E-02  0.86200280E-02  0.24655842E+00  0.50639367E+00  0.22083552E+00  0.31504025E-01
  1.271  0.64338530E-02  0.86206461E-02  0.23726387E+00  0.50324148E+00  0.21172202E+00  0.35813116E-01
  1.281  0.64395972E-02  0.86212132E-02  0.22834872E+00  0.50005406E+00  0.20597427E+00  0.42988261E-01
  1.292  0.64447759E-02  0.86217231E-02  0.21976014E+00  0.49683375E+00  0.20325329E+00  0.51582065E-01
  1.302  0.64494494E-02  0.86222807E-02  0.21152890E+00  0.49358321E+00  0.19987030E+00  0.54348358E-01
  1.312  0.64534743E-02  0.86229547E-02  0.20359806E+00  0.49030465E+00  0.19965954E+00  0.58738535E-01
  1.323  0.64569179E-02  0.86238014E-02  0.19591550E+00  0.48699984E+00  0.20228518E+00  0.64838779E-01
  1.333  0.64599547E-02  0.86246519E-02  0.18843377E+00  0.48367018E+00  0.20753842E+00  0.72602926E-01
  1.344  0.64625524E-02  0.86256024E-02  0.18120179E+00  0.48031752E+00  0.21104374E+00  0.73038930E-01
  1.354  0.64649177E-02  0.86265817E-02  0.17416909E+00  0.47694331E+00  0.21693459E+00  0.75713549E-01
  1.365  0.64671713E-02  0.86275112E-02  0.16729189E+00  0.47354861E+00  0.22507004E+00  0.80185079E-01
  1.375  0.64692920E-02  0.86284668E-02  0.16053121E+00  0.47013417E+00  0.23529404E+00  0.86290426E-01
  1.385  0.64712748E-02  0.86294975E-02  0.15312609E+00  0.46669435E+00  0.33504859E+00  0.81708601E-01
  1.396  0.64731990E-02  0.86305785E-02  0.14514370E+00  0.46322410E+00  0.43512171E+00  0.74404097E-01
  1.406  0.64750440E-02  0.86317352E-02  0.13662986E+00  0.45971878E+00  0.53273465E+00  0.68895965E-01
  1.417  0.64769691E-02  0.86329286E-02  0.12765057E+00  0.45617426E+00  0.62537912E+00  0.65057318E-01
  1.427  0.64789467E-02  0.86343106E-02  0.11710249E+00  0.45257708E+00  0.84127316E+00  0.50392637E-01
  1.438  0.64809524E-02  0.86356454E-02  0.10580612E+00  0.44892061E+00  0.97346659E+00  0.36334839E-01
  1.448  0.64830996E-02  0.86369693E-02  0.94358790E-01  0.44520317E+00  0.10330633E+01  0.32546347E-01
  1.458  0.64853235E-02  0.86382817E-02  0.83284389E-01  0.44142733E+00  0.10258535E+01  0.34248186E-01
  1.469  0.64327329E-02  0.86396395E-02  0.72853105E-01  0.43759780E+00  0.93103317E+00  0.34773420E-01
  1.479  0.63275683E-02  0.86409016E-02  0.64259816E-01  0.43372980E+00  0.66940089E+00  0.36684788E-01
  1.490  0.61745608E-02  0.86420535E-02  0.58295645E-01  0.42984613E+00  0.27950523E+00  0.48681893E-01
  1.500  0.59808995E-02  0.86430749E-02  0.55583256E-01  0.42597611E+00  0.32573264E+00  0.83458978E-01
  1.510  0.59343742E-02  0.88359990E-02  0.58499046E-01  0.43182045E+00  0.11033233E+01  0.13763539E+00
  1.521  0.57645930E-02  0.88362812E-02  0.65692294E-01  0.42801613E+00  0.20733469E+01  0.22438604E+00
  1.531  0.56072151E-02  0.88362093E-02  0.79793852E-01  0.42436613E+00  0.32244081E+01  0.34901577E+00
  1.542  0.54613313E-02  0.88358505E-02  0.10192760E+00  0.42093041E+00  0.45599300E+01  0.52385878E+00
  1.552  0.53265966E-02  0.88349805E-02  0.13262596E+00  0.41777198E+00  0.60489264E+01  0.73123374E+00
  1.562  0.52026746E-02  0.88335437E-02  0.17221287E+00  0.41495676E+00  0.77109564E+01  0.10247527E+01
  1.573  0.50897205E-02  0.88314846E-02  0.22059309E+00  0.41255101E+00  0.95331958E+01  0.14381460E+01
  1.583  0.49886138E-02  0.88288171E-02  0.27692131E+00  0.41061592E+00  0.11484995E+02  0.20372281E+01
  1.594  0.49002904E-02  0.88255347E-02  0.33851474E+00  0.40919307E+00  0.13316929E+02  0.28164919E+01
  1.604  0.48268439E-02  0.88215886E-02  0.40197629E+00  0.40829980E+00  0.15111115E+02  0.39659777E+01
  1.615  0.47708053E-02  0.88171071E-02  0.46183462E+00  0.40791312E+00  0.16777264E+02  0.57002202E+01
  1.625  0.47302451E-02  0.88118282E-02  0.51744690E+00  0.40800167E+00  0.18671297E+02  0.77295357E+01
  1.635  0.47001004E-02  0.88057598E-02  0.57310166E+00  0.40856282E+00  0.21054344E+02  0.96493062E+01
  1.646  0.46748258E-02  0.87986182E-02  0.63364196E+00  0.40964318E+00  0.23997686E+02  0.11561180E+02
  1.656  0.46534852E-02  0.87903567E-02  0.69894343E+00  0.41129346E+00  0.26885934E+02  0.13415417E+02
  1.667  0.46383302E-02  0.87812572E-02  0.76504419E+00  0.41353222E+00  0.29238258E+02  0.15184295E+02
  1.677  0.46314517E-02  0.87713090E-02  0.83122027E+00  0.41636594E+00  0.31821751E+02  0.17098357E+02
  1.688  0.46336047E-02  0.87604091E-02  0.89795746E+00  0.41980418E+00  0.34571901E+02  0.19149931E+02
  1.698  0.46457423E-02  0.87485646E-02  0.96491255E+00  0.42385316E+00  0.37344739E+02  0.21284969E+02
  1.708  0.46687936E-02  0.87356279E-02  0.10317270E+01  0.42851578E+00  0.40105759E+02  0.23466340E+02
  1.719  0.47282990E-02  0.87216095E-02  0.10993164E+01  0.43380239E+00  0.43267482E+02  0.25900540E+02
  1.729  0.48251689E-02  0.87064378E-02  0.11681901E+01  0.43972777E+00  0.46571030E+02  0.28421984E+02
  1.740  0.49612688E-02  0.86899343E-02  0.12386438E+01  0.44630918E+00  0.49986558E+02  0.31014559E+02
  1.750  0.51396055E-02  0.86721760E-02  0.13109911E+01  0.45356640E+00  0.53527047E+02  0.33680046E+02
  1.760  0.51060279E-02  0.83490829E-02  0.13028080E+01  0.44696935E+00  0.50037700E+02  0.33548166E+02
  1.771  0.52971285E-02  0.83315337E-02  0.13510806E+01  0.45455287E+00  0.53017043E+02  0.35570324E+02
  1.781  0.54991547E-02  0.83130843E-02  0.14036089E+01  0.46259622E+00  0.55510877E+02  0.37512206E+02
  1.792  0.57114257E-02  0.82937008E-02  0.14574350E+01  0.47111869E+00  0.57810775E+02  0.39404255E+02
  1.802  0.59299111E-02  0.82737022E-02  0.15091366E+01  0.48010796E+00  0.59450036E+02  0.41299100E+02
  1.812  0.61511147E-02  0.82532784E-02  0.15548759E+01  0.48951325E+00  0.60310273E+02  0.42755044E+02
  1.823  0.63715683E-02  0.82326956E-02  0.15940454E+01  0.49927487E+00  0.60740497E+02  0.43814671E+02
  1.833  0.65877548E-02  0.82121019E-02  0.16272681E+01  0.50933618E+00  0.60931906E+02  0.44556339E+02
  1.844  0.67950035E-02  0.81916180E-02  0.16545949E+01  0.51963875E+00  0.60837253E+02  0.45209938E+02
  1.854  0.69896549E-02  0.81713371E-02  0.16744635E+01  0.53010786E+00  0.60133297E+02  0.45425619E+02
  1.865  0.71688240E-02  0.81515381E-02  0.16868620E+01  0.54066771E+00  0.59023281E+02  0.45253766E+02
  1.875  0.73306392E-02  0.81322068E-02  0.16922982E+01  0.55124688E+00  0.57615219E+02  0.44754058E+02
  1.885  0.74729911E-02  0.81135463E-02  0.16913070E+01  0.56177879E+00  0.56084479E+02  0.44194628E+02
  1.896  0.75951552E-02  0.80956503E-02  0.16829172E+01  0.57218756E+00  0.54042199E+02  0.43263005E+02
  1.906  0.76976104E-02  0.80784873E-02  0.16669935E+01  0.58239636E+00  0.51605143E+02  0.41991105E+02
  1.917  0.77812056E-02  0.80622167E-02  0.16437247E+01  0.59233061E+00  0.48839927E+02  0.40412722E+02
  1.927  0.78469756E-02  0.80470205E-02  0.16139316E+01  0.60192421E+00  0.46067572E+02  0.38805442E+02
  1.938  0.78970497E-02  0.80329606E-02  0.15771202E+01  0.61110685E+00  0.42897357E+02  0.36896009E+02
  1.948  0.79339994E-02  0.80201376E-02  0.15331790E+01  0.61980792E+00  0.39390453E+02  0.34705890E+02
  1.958  0.79602271E-02  0.80087013E-02  0.14821014E+01  0.62795756E+00  0.35570658E+02  0.32248726E+02
  1.969  0.79775824E-02  0.79984608E-02  0.14265934E+01  0.63551287E+00  0.32172717E+02  0.29880728E+02
  1.979  0.79882373E-02  0.79895057E-02  0.13664816E+01  0.64243019E+00  0.28581901E+02  0.27373547E+02
  1.990  0.79943963E-02  0.79819463E-02  0.13013183E+01  0.64866242E+00  0.24747515E+02  0.24711664E+02
  2.000  0.79983951E-02  0.79757698E-02  0.12301962E+01  0.65415459E+00  0.20553592E+02  0.21839713E+02
  2.010  0.70701663E-02  0.69467684E-02  0.94752992E+00  0.58343213E+00  0.84296577E+01  0.10102148E+02
  2.021  0.71414409E-02  0.69473692E-02  0.85984750E+00  0.58584062E+00  0.43954722E+01  0.83111212E+01
  2.031  0.72207588E-02  0.69489410E-02  0.78398584E+00  0.58749566E+00  0.38612372E+01  0.53005654E+01
  2.042  0.72894878E-02  0.69505204E-02  0.72845049E+00  0.58860705E+00  0.20796767E+01  0.33133088E+01
  2.052  0.73504364E-02  0.69520693E-02  0.68410112E+00  0.58928491E+00  0.15714896E+01  0.19192807E+01
  2.062  0.74020086E-02  0.69535928E-02  0.64859025E+00  0.58961684E+00  0.10367079E+01  0.10375379E+01
  2.073  0.74449629E-02  0.69550073E-02  0.61860735E+00  0.58965836E+00  0.75582249E+00  0.53963396E+00
  2.083  0.74799309E-02  0.69564811E-02  0.59059574E+00  0.58943049E+00  0.76206935E+00  0.35104933E+00
  2.094  0.75086815E-02  0.69580556E-02  0.56498624E+00  0.58895858E+00  0.65822302E+00  0.32888210E+00
  2.104  0.75322646E-02  0.69597355E-02  0.54092599E+00  0.58825958E+00  0.57471549E+00  0.26863669E+00
  2.115  0.75518816E-02  0.69612825E-02  0.51818675E+00  0.58734811E+00  0.52888525E+00  0.22821917E+00
  2.125  0.75680876E-02  0.69626034E-02  0.49658326E+00  0.58623693E+00  0.50664896E+00  0.19684708E+00
  2.135  0.75815183E-02  0.69638253E-02  0.47643969E+00  0.58494188E+00  0.43415549E+00  0.16894305E+00
  2.146  0.75927916E-02  0.69650852E-02  0.45751785E+00  0.58347641E+00  0.37765725E+00  0.13796543E+00
  2.156  0.76022809E-02  0.69663697E-02  0.43966390E+00  0.58185234E+00  0.33461541E+00  0.11020875E+00
  2.167  0.76102485E-02  0.69676459E-02  0.42274647E+00  0.58008016E+00  0.30171627E+00  0.84559628E-01
  2.177  0.76166554E-02  0.69689307E-02  0.40665420E+00  0.57816918E+00  0.27482930E+00  0.65840045E-01
  2.188  0.76218772E-02  0.69702368E-02  0.39130843E+00  0.57612789E+00  0.25492963E+00  0.50542230E-01
  2.198  0.76260509E-02  0.69716910E-02  0.37662741E+00  0.57396391E+00  0.24015902E+00  0.37800968E-01
  2.208  0.76293910E-02  0.69731903E-02  0.36253842E+00  0.57168409E+00  0.22941587E+00  0.31491676E-01
  2.219  0.76318155E-02  0.69746990E-02  0.34908079E+00  0.56929564E+00  0.21948207E+00  0.28413206E-01
  2.229  0.76333887E-02  0.69762068E-02  0.33621568E+00  0.56680534E+00  0.21229487E+00  0.26346868E-01
  2.240  0.76342947E-02  0.69778152E-02  0.32388786E+00  0.56421936E+00  0.20704743E+00  0.25814121E-01
  2.250  0.76346243E-02  0.69793857E-02  0.31204897E+00  0.56154337E+00  0.20339179E+00  0.27355999E-01
  2.260  0.74806826E-02  0.67983015E-02  0.29391782E+00  0.54356185E+00  0.21011980E+00  0.18462177E-01
  2.271  0.74788242E-02  0.67997353E-02  0.28336175E+00  0.54080872E+00  0.19958993E+00  0.22079996E-01
  2.281  0.74763011E-02  0.68013903E-02  0.27335433E+00  0.53798549E+00  0.19060774E+00  0.24638983E-01
  2.292  0.74733959E-02  0.68029457E-02  0.26384190E+00  0.53509764E+00  0.18302661E+00  0.26208154E-01
  2.302  0.74697282E-02  0.68044491E-02  0.25490099E+00  0.53215142E+00  0.17127674E+00  0.32768356E-01
  2.312  0.74656129E-02  0.68059840E-02  0.24646564E+00  0.52915234E+00  0.16173174E+00  0.37967650E-01
  2.323  0.74611966E-02  0.68076986E-02  0.23847166E+00  0.52610523E+00  0.15415399E+00  0.40886056E-01
  2.333  0.74563745E-02  0.68093443E-02  0.23086550E+00  0.52301436E+00  0.14846345E+00  0.42219058E-01
  2.344  0.74513003E-02  0.68109789E-02  0.22364255E+00  0.51988389E+00  0.14174063E+00  0.44060881E-01
  2.354  0.74461462E-02  0.68125847E-02  0.21675048E+00  0.51671747E+00  0.13755198E+00  0.44939556E-01
  2.365  0.74408501E-02  0.68144013E-02  0.21014322E+00  0.51351820E+00  0.13557541E+00  0.44923607E-01
  2.375  0.74352534E-02  0.68162459E-02  0.20378231E+00  0.51028883E+00  0.13558389E+00  0.44431048E-01
  2.385  0.74295710E-02  0.68181827E-02  0.19672515E+00  0.50702254E+00  0.23570008E+00  0.44493719E-01
  2.396  0.74237870E-02  0.68200709E-02  0.18926316E+00  0.50371558E+00  0.31168315E+00  0.51664927E-01
  2.406  0.74179075E-02  0.68219739E-02  0.18153033E+00  0.50036554E+00  0.37198340E+00  0.57043549E-01
  2.417  0.74119166E-02  0.68240132E-02  0.17360482E+00  0.49697086E+00  0.42312839E+00  0.61064023E-01
  2.427  0.74059157E-02  0.68260943E-02  0.16501303E+00  0.49352522E+00  0.50249913E+00  0.63129890E-01
  2.438  0.73999424E-02  0.68281795E-02  0.15625182E+00  0.49002736E+00  0.53140113E+00  0.67678295E-01
  2.448  0.73940642E-02  0.68301370E-02  0.14742419E+00  0.48647706E+00  0.54710242E+00  0.68480763E-01
  2.458  0.73884319E-02  0.68320353E-02  0.13855959E+00  0.48287436E+00  0.55978968E+00  0.67777763E-01
  2.469  0.73673645E-02  0.68339009E-02  0.12965647E+00  0.47921929E+00  0.52853456E+00  0.63981368E-01
