  0.010  0.24462638E+02 -0.18471289E-01  0.22457448E-03  0.24480885E+02
  0.021  0.16502207E+02 -0.44858306E+00  0.44491964E-02  0.16946341E+02
  0.031  0.89002357E+01 -0.48381274E+00  0.63214444E-02  0.93777270E+01
  0.042  0.16381174E+01 -0.53792380E+00  0.37225569E-02  0.21723187E+01
  0.052 -0.23456567E+01 -0.60486540E+00 -0.18542302E-02 -0.17389370E+01
  0.062 -0.61562413E+01 -0.68581220E+00 -0.11338180E-01 -0.54590909E+01
  0.073 -0.98035065E+01 -0.78239731E+00 -0.23599563E-01 -0.89975096E+01
  0.083 -0.13296752E+02 -0.89641352E+00 -0.33037064E-01 -0.12367302E+02
  0.094 -0.14209486E+02 -0.10051981E+01 -0.44422769E-01 -0.13159865E+02
  0.104 -0.15092072E+02 -0.11250434E+01 -0.53671184E-01 -0.13913358E+02
  0.115 -0.15946481E+02 -0.12574116E+01 -0.59097528E-01 -0.14629972E+02
  0.125 -0.16774518E+02 -0.14031163E+01 -0.58546336E-01 -0.15312855E+02
  0.135 -0.16794305E+02 -0.15209173E+01 -0.71094638E-01 -0.15202293E+02
  0.146 -0.16824425E+02 -0.16430716E+01 -0.84504569E-01 -0.15096849E+02
  0.156 -0.16864605E+02 -0.17717223E+01 -0.98892138E-01 -0.14993991E+02
  0.167 -0.16914600E+02 -0.19069896E+01 -0.11429241E+00 -0.14893318E+02
  0.177 -0.16711668E+02 -0.19966966E+01 -0.12746952E+00 -0.14587502E+02
  0.188 -0.16527039E+02 -0.20907279E+01 -0.14114759E+00 -0.14295163E+02
  0.198 -0.16359962E+02 -0.21901604E+01 -0.15552071E+00 -0.14014281E+02
  0.208 -0.16209737E+02 -0.22951087E+01 -0.17053150E+00 -0.13744096E+02
  0.219 -0.15891934E+02 -0.23583814E+01 -0.18239709E+00 -0.13351155E+02
  0.229 -0.15595779E+02 -0.24338819E+01 -0.19491493E+00 -0.12966982E+02
  0.240 -0.15320737E+02 -0.25232512E+01 -0.20821578E+00 -0.12589270E+02
  0.250 -0.15066327E+02 -0.26268950E+01 -0.22239574E+00 -0.12217036E+02
  0.260 -0.14712990E+02 -0.27238421E+01 -0.23817843E+00 -0.11750970E+02
  0.271 -0.14479888E+02 -0.28548798E+01 -0.25247828E+00 -0.11372530E+02
  0.281 -0.14267738E+02 -0.30206931E+01 -0.26865156E+00 -0.10978394E+02
  0.292 -0.14077082E+02 -0.32224379E+01 -0.28684855E+00 -0.10567795E+02
  0.302 -0.13943955E+02 -0.34730102E+01 -0.30572183E+00 -0.10165223E+02
  0.312 -0.13833283E+02 -0.37816944E+01 -0.32713465E+00 -0.97244542E+01
  0.323 -0.13746699E+02 -0.41524997E+01 -0.35097959E+00 -0.92432202E+01
  0.333 -0.13685891E+02 -0.45887433E+01 -0.37702348E+00 -0.87201245E+01
  0.344 -0.13623311E+02 -0.50940080E+01 -0.40331698E+00 -0.81259861E+01
  0.354 -0.13591685E+02 -0.56816124E+01 -0.43135715E+00 -0.74787153E+01
  0.365 -0.13593189E+02 -0.63546176E+01 -0.46063403E+00 -0.67779372E+01
  0.375 -0.13630000E+02 -0.71159976E+01 -0.49060026E+00 -0.60234025E+01
  0.385 -0.12586051E+02 -0.78739000E+01 -0.62664801E+00 -0.40855032E+01
  0.396 -0.11629526E+02 -0.87093827E+01 -0.75286234E+00 -0.21672811E+01
  0.406 -0.10759286E+02 -0.96287832E+01 -0.86942669E+00 -0.26107619E+00
  0.417 -0.99741976E+01 -0.10630534E+02 -0.97568760E+00  0.16320242E+01
  0.427 -0.66309840E+01 -0.11429322E+02 -0.12422804E+01  0.60406185E+01
  0.438 -0.34765061E+01 -0.12268693E+02 -0.14439231E+01  0.10236110E+02
  0.448 -0.50115606E+00 -0.13149481E+02 -0.15877812E+01  0.14236106E+02
  0.458  0.23044839E+01 -0.14059289E+02 -0.16763419E+01  0.18040115E+02
  0.469  0.96449337E+01 -0.14454468E+02 -0.18182384E+01  0.25917640E+02
  0.479  0.16647226E+02 -0.14810960E+02 -0.19383984E+01  0.33396585E+02
  0.490  0.23327870E+02 -0.15092719E+02 -0.20805596E+01  0.40501149E+02
  0.500  0.29714715E+02 -0.15264390E+02 -0.19956637E+01  0.46974769E+02
  0.510  0.40310617E+02 -0.14704513E+02 -0.15855159E+01  0.56600647E+02
  0.521  0.50576823E+02 -0.14000747E+02 -0.71895396E+00  0.65296524E+02
