  0.010 -0.56063186E-08  0.00000000E+00  0.19960985E+00
  0.021 -0.24125717E-05  0.00000000E+00  0.39893092E+00
  0.031 -0.43894082E-05  0.00000000E+00  0.59796361E+00
  0.042 -0.77540062E-05  0.00000000E+00  0.79670835E+00
  0.052 -0.13843964E-04  0.00000000E+00  0.99516556E+00
  0.062 -0.24643379E-04  0.00000000E+00  0.11933356E+01
  0.073 -0.42663175E-04  0.00000000E+00  0.13912190E+01
  0.083 -0.70644069E-04  0.00000000E+00  0.15888162E+01
  0.094 -0.10970946E-03  0.00000000E+00  0.17861275E+01
  0.104 -0.16136511E-03  0.00000000E+00  0.19831534E+01
  0.115 -0.22590972E-03  0.00000000E+00  0.21798943E+01
  0.125 -0.29763268E-03  0.00000000E+00  0.23763506E+01
  0.135 -0.38341809E-03  0.00000000E+00  0.25725229E+01
  0.146 -0.48404878E-03  0.00000000E+00  0.27684114E+01
  0.156 -0.60066745E-03  0.00000000E+00  0.29640167E+01
  0.167 -0.73448662E-03  0.00000000E+00  0.31593391E+01
  0.177 -0.88237219E-03  0.00000000E+00  0.33543792E+01
  0.188 -0.10449650E-02  0.00000000E+00  0.35491373E+01
  0.198 -0.12230434E-02  0.00000000E+00  0.37436139E+01
  0.208 -0.14174573E-02  0.00000000E+00  0.39378093E+01
  0.219 -0.16241554E-02  0.00000000E+00  0.41317241E+01
  0.229 -0.18440966E-02  0.00000000E+00  0.43253586E+01
  0.240 -0.20784593E-02  0.00000000E+00  0.45187133E+01
  0.250 -0.23285242E-02  0.00000000E+00  0.47117886E+01
  0.260 -0.25920841E-02  0.00000000E+00  0.49045849E+01
  0.271 -0.28714289E-02  0.00000000E+00  0.50971027E+01
  0.281 -0.31690454E-02  0.00000000E+00  0.52893423E+01
  0.292 -0.34874814E-02  0.00000000E+00  0.54813043E+01
  0.302 -0.38275506E-02  0.00000000E+00  0.56729889E+01
  0.312 -0.41926482E-02  0.00000000E+00  0.58643968E+01
  0.323 -0.45861869E-02  0.00000000E+00  0.60555282E+01
  0.333 -0.50115369E-02  0.00000000E+00  0.62463837E+01
  0.344 -0.54693680E-02  0.00000000E+00  0.64369637E+01
  0.354 -0.59630396E-02  0.00000000E+00  0.66272686E+01
  0.365 -0.64959284E-02  0.00000000E+00  0.68172989E+01
  0.375 -0.70714057E-02  0.00000000E+00  0.70070551E+01
  0.385 -0.80354862E-02  0.00000000E+00  0.71965375E+01
