  0.010  0.90740075E-02 -0.65366745E-08 -0.64868602E-07  0.90740789E-02
  0.021  0.15310169E-01 -0.15840029E-06 -0.51766022E-04  0.15362094E-01
  0.031  0.18842538E-01 -0.27995121E-06 -0.10865817E-03  0.18951476E-01
  0.042  0.19791681E-01 -0.40820432E-06 -0.17233150E-03  0.19964421E-01
  0.052  0.19332634E-01 -0.55973742E-06 -0.24454736E-03  0.19577741E-01
  0.062  0.17520336E-01 -0.74055363E-06 -0.32723190E-03  0.17848308E-01
  0.073  0.14404066E-01 -0.94907755E-06 -0.42260748E-03  0.14827622E-01
  0.083  0.10028005E-01 -0.11756542E-05 -0.53319851E-03  0.10562380E-01
  0.094  0.53103315E-02 -0.14398179E-05 -0.65854163E-03  0.59703129E-02
  0.104  0.25206278E-03 -0.17377666E-05 -0.80046406E-03  0.10542646E-02
  0.115 -0.51458588E-02 -0.20654202E-05 -0.96101051E-03 -0.41827829E-02
  0.125 -0.10882568E-01 -0.24184274E-05 -0.11424045E-02 -0.97377452E-02
  0.135 -0.16674654E-01 -0.28077658E-05 -0.13409766E-02 -0.15330869E-01
  0.146 -0.22532214E-01 -0.32318628E-05 -0.15579592E-02 -0.20971023E-01
  0.156 -0.28464260E-01 -0.36893089E-05 -0.17947439E-02 -0.26665827E-01
  0.167 -0.34478842E-01 -0.41788373E-05 -0.20527975E-02 -0.32421866E-01
  0.177 -0.40488989E-01 -0.46951926E-05 -0.23255629E-02 -0.38158731E-01
  0.188 -0.46504482E-01 -0.52368510E-05 -0.26140454E-02 -0.43885200E-01
  0.198 -0.52534071E-01 -0.58024526E-05 -0.29194494E-02 -0.49608819E-01
  0.208 -0.58585587E-01 -0.63907785E-05 -0.32430421E-02 -0.55336154E-01
  0.219 -0.64600239E-01 -0.69965069E-05 -0.35783686E-02 -0.61014874E-01
  0.229 -0.70586626E-01 -0.76183320E-05 -0.39276646E-02 -0.66651343E-01
  0.240 -0.76552517E-01 -0.82550762E-05 -0.42935015E-02 -0.72250760E-01
  0.250 -0.82504951E-01 -0.89056697E-05 -0.46786033E-02 -0.77817441E-01
  0.260 -0.88441979E-01 -0.95654925E-05 -0.50823437E-02 -0.83350070E-01
  0.271 -0.94369727E-01 -0.10233638E-04 -0.55104201E-02 -0.88849073E-01
  0.281 -0.10029392E+00 -0.10909248E-04 -0.59692193E-02 -0.94313795E-01
  0.292 -0.10621997E+00 -0.11591501E-04 -0.64656548E-02 -0.99742719E-01
  0.302 -0.11216566E+00 -0.12278128E-04 -0.70083243E-02 -0.10514506E+00
  0.312 -0.11813560E+00 -0.12968422E-04 -0.76085867E-02 -0.11051405E+00
  0.323 -0.12413443E+00 -0.13661656E-04 -0.82790861E-02 -0.11584168E+00
