  0.010  0.29519641E+03  0.29500202E+03  0.21331893E+00  0.21331974E+00
  0.021  0.29532057E+03  0.29500531E+03  0.21331813E+00  0.21331974E+00
  0.031  0.29537889E+03  0.29500916E+03  0.21331734E+00  0.21331974E+00
  0.042  0.29537810E+03  0.29501296E+03  0.21331655E+00  0.21331974E+00
  0.052  0.29534730E+03  0.29501641E+03  0.21331577E+00  0.21331974E+00
  0.062  0.29528954E+03  0.29501923E+03  0.21331500E+00  0.21331974E+00
  0.073  0.29520756E+03  0.29502117E+03  0.21331424E+00  0.21331974E+00
  0.083  0.29510380E+03  0.29502202E+03  0.21331349E+00  0.21331974E+00
  0.094  0.29499939E+03  0.29502179E+03  0.21331275E+00  0.21331974E+00
  0.104  0.29489436E+03  0.29502047E+03  0.21331202E+00  0.21331974E+00
  0.115  0.29478876E+03  0.29501808E+03  0.21331131E+00  0.21331974E+00
  0.125  0.29468262E+03  0.29501463E+03  0.21331060E+00  0.21331974E+00
  0.135  0.29458196E+03  0.29501017E+03  0.21330990E+00  0.21331974E+00
  0.146  0.29448619E+03  0.29500476E+03  0.21330922E+00  0.21331974E+00
  0.156  0.29439479E+03  0.29499847E+03  0.21330854E+00  0.21331974E+00
  0.167  0.29430730E+03  0.29499135E+03  0.21330787E+00  0.21331974E+00
  0.177  0.29422515E+03  0.29498345E+03  0.21330721E+00  0.21331974E+00
  0.188  0.29414779E+03  0.29497484E+03  0.21330656E+00  0.21331974E+00
  0.198  0.29407472E+03  0.29496556E+03  0.21330591E+00  0.21331974E+00
  0.208  0.29400548E+03  0.29495566E+03  0.21330527E+00  0.21331974E+00
  0.219  0.29394094E+03  0.29494520E+03  0.21330464E+00  0.21331975E+00
  0.229  0.29388064E+03  0.29493422E+03  0.21330401E+00  0.21331975E+00
  0.240  0.29382417E+03  0.29492278E+03  0.21330339E+00  0.21331975E+00
  0.250  0.29377117E+03  0.29491091E+03  0.21330278E+00  0.21331975E+00
  0.260  0.29372144E+03  0.29489864E+03  0.21330216E+00  0.21331975E+00
  0.271  0.29367473E+03  0.29488603E+03  0.21330156E+00  0.21331975E+00
  0.281  0.29363087E+03  0.29487309E+03  0.21330095E+00  0.21331975E+00
  0.292  0.29358967E+03  0.29485986E+03  0.21330035E+00  0.21331975E+00
  0.302  0.29355077E+03  0.29484636E+03  0.21329976E+00  0.21331975E+00
  0.312  0.29351415E+03  0.29483263E+03  0.21329917E+00  0.21331975E+00
  0.323  0.29347984E+03  0.29481868E+03  0.21329858E+00  0.21331975E+00
  0.333  0.29344787E+03  0.29480455E+03  0.21329799E+00  0.21331975E+00
  0.344  0.29341849E+03  0.29479026E+03  0.21329741E+00  0.21331975E+00
  0.354  0.29339182E+03  0.29477584E+03  0.21329683E+00  0.21331975E+00
  0.365  0.29336798E+03  0.29476133E+03  0.21329626E+00  0.21331975E+00
  0.375  0.29334711E+03  0.29474675E+03  0.21329568E+00  0.21331976E+00
  0.385  0.29333762E+03  0.29473222E+03  0.21329511E+00  0.21331976E+00
  0.396  0.29333883E+03  0.29471786E+03  0.21329454E+00  0.21331976E+00
  0.406  0.29335012E+03  0.29470376E+03  0.21329398E+00  0.21331976E+00
  0.417  0.29337099E+03  0.29469002E+03  0.21329341E+00  0.21331976E+00
  0.427  0.29342009E+03  0.29467692E+03  0.21329284E+00  0.21331976E+00
  0.438  0.29349506E+03  0.29466474E+03  0.21329228E+00  0.21331976E+00
  0.448  0.29359370E+03  0.29465370E+03  0.21329171E+00  0.21331976E+00
  0.458  0.29371403E+03  0.29464401E+03  0.21329114E+00  0.21331976E+00
  0.469  0.29388791E+03  0.29463622E+03  0.21654535E+00  0.21333709E+00
  0.479  0.29411285E+03  0.29463082E+03  0.21979094E+00  0.21337188E+00
  0.490  0.29438229E+03  0.29462826E+03  0.22429952E+00  0.21342404E+00
  0.500  0.29469132E+03  0.29462891E+03  0.22971131E+00  0.21349356E+00
  0.510  0.29506680E+03  0.29463342E+03  0.23448002E+00  0.21356305E+00
  0.521  0.29550091E+03  0.29464237E+03  0.23874680E+00  0.21363245E+00
  0.531  0.29598626E+03  0.29465622E+03  0.24260849E+00  0.21370172E+00
  0.542  0.29651551E+03  0.29467539E+03  0.24613418E+00  0.21377076E+00
  0.552  0.29709532E+03  0.29470034E+03  0.24937539E+00  0.21383952E+00
  0.562  0.29771697E+03  0.29473143E+03  0.25237013E+00  0.21390788E+00
  0.573  0.29837055E+03  0.29476895E+03  0.25514664E+00  0.21397570E+00
  0.583  0.29904377E+03  0.29481302E+03  0.25772522E+00  0.21404276E+00
  0.594  0.29971599E+03  0.29486357E+03  0.26012191E+00  0.21410885E+00
  0.604  0.30036813E+03  0.29492032E+03  0.26234557E+00  0.21417364E+00
  0.615  0.30097863E+03  0.29498277E+03  0.26440604E+00  0.21423686E+00
  0.625  0.30156641E+03  0.29505065E+03  0.26633368E+00  0.21429891E+00
  0.635  0.30215980E+03  0.29512394E+03  0.26814053E+00  0.21435974E+00
  0.646  0.30275604E+03  0.29520262E+03  0.26983577E+00  0.21441929E+00
  0.656  0.30335314E+03  0.29528664E+03  0.27142732E+00  0.21447749E+00
  0.667  0.30394976E+03  0.29537595E+03  0.27292206E+00  0.21453428E+00
  0.677  0.30463701E+03  0.29547143E+03  0.27431997E+00  0.21458935E+00
  0.688  0.30538741E+03  0.29557366E+03  0.27562155E+00  0.21464241E+00
  0.698  0.30618036E+03  0.29568300E+03  0.27682799E+00  0.21469324E+00
  0.708  0.30700073E+03  0.29579968E+03  0.27794090E+00  0.21474162E+00
  0.719  0.30786783E+03  0.29592409E+03  0.27849267E+00  0.21476984E+00
  0.729  0.30876622E+03  0.29605649E+03  0.27850742E+00  0.21477780E+00
  0.740  0.30968533E+03  0.29619699E+03  0.27799395E+00  0.21476543E+00
  0.750  0.31061862E+03  0.29634567E+03  0.27694694E+00  0.21473273E+00
  0.760  0.31140946E+03  0.29650096E+03  0.27582878E+00  0.21469751E+00
  0.771  0.31210449E+03  0.29666183E+03  0.27464561E+00  0.21466018E+00
  0.781  0.31273563E+03  0.29682753E+03  0.27340098E+00  0.21462105E+00
  0.792  0.31332492E+03  0.29699761E+03  0.27209665E+00  0.21458032E+00
  0.802  0.31368795E+03  0.29716968E+03  0.27074799E+00  0.21453878E+00
  0.812  0.31390202E+03  0.29734217E+03  0.26937143E+00  0.21449714E+00
  0.823  0.31401756E+03  0.29751409E+03  0.26797823E+00  0.21445586E+00
  0.833  0.31406757E+03  0.29768474E+03  0.26657625E+00  0.21441524E+00
